,tax_year,account,total_appraised_value,total_market_value,land_value
186035,2019,523230000014,3325200.0,3325200,2193520
186036,2019,523230000016,2619759.0,2619759,1789200
186038,2019,523230000037,793310.0,793310,404320
186039,2019,523230010001,2134035.0,2134035,1103920
186066,2019,523550000008,526689.0,526689,486000
186071,2019,523550000013,400000.0,400000,105825
186072,2019,523550000016,476415.0,539270,486000
186073,2019,523550000017,441100.0,500000,486000
186074,2019,523550000018,513509.0,561193,486000
186075,2019,523550000019,647842.0,727754,486000
186076,2019,523550000021,384550.0,384550,120150
186077,2019,523550000025,311342.0,311342,99375
186078,2019,523550000026,453740.0,453740,117600
186079,2019,523550000027,314199.0,314199,99375
186080,2019,523550000029,431085.0,431085,141225
186081,2019,523550000030,386100.0,400000,129900
186082,2019,523550000031,435000.0,435000,164775
186083,2019,523550000032,473000.0,542902,199575
186084,2019,523550000033,444317.0,444317,127275
186094,2019,523580000015,485813.0,485813,450000
186101,2019,523590000007,506451.0,506451,454500
186102,2019,523590000008,437496.0,500066,454500
186104,2019,523590000010,544500.0,655000,454500
186105,2019,523590000012,512080.0,512080,187500
186113,2019,523590000024,586558.0,586558,187500
186114,2019,523590010001,491372.0,492500,186150
186115,2019,523590010002,532674.0,532674,185850
186117,2019,523610000011,411000.0,411000,119550
186118,2019,523610000013,454500.0,454500,154200
186119,2019,523610000014,411000.0,411000,154200
186120,2019,523610000015,412200.0,412200,119550
186125,2019,523620090003,597618.0,602000,450000
186126,2019,523620090004,423500.0,483860,456750
186134,2019,523620090015,533500.0,582000,444960
186135,2019,523620090020,408000.0,408000,407000
186138,2019,523620110001,570303.0,570303,187500
186139,2019,523620110002,525485.0,571121,187500
186142,2019,523630000003,507539.0,507539,450000
186143,2019,523630000004,424700.0,424700,405000
186144,2019,523630000005,441778.0,441778,441678
186146,2019,523630000008,411136.0,481673,450000
186147,2019,523630000009,555151.0,555151,187500
186148,2019,523630000013,555151.0,555151,187500
186150,2019,523640000002,450100.0,450100,450000
186151,2019,523640000005,647900.0,763258,450000
186153,2019,523640000011,819500.0,830000,472500
186158,2019,523650000007,593461.0,692927,571680
186159,2019,523650000009,462403.0,462403,450000
186160,2019,523650000010,510088.0,510088,450000
186162,2019,523650000017,461764.0,461764,429408
186163,2019,523660000001,722336.0,722336,719550
186164,2019,523660000003,573084.0,573084,562500
186165,2019,523660000004,578000.0,578000,562500
186166,2019,523660000006,580000.0,580000,450000
186170,2019,523660000018,529651.0,571716,491850
186172,2019,523660000021,370745.0,370745,115500
186173,2019,523660000022,334621.0,334621,77475
186174,2019,523660000023,324772.0,324772,77475
186175,2019,523660000024,358356.0,358356,105000
186176,2019,523670000002,481800.0,525956,450000
186177,2019,523670000003,467873.0,467873,450000
186178,2019,523670000004,546213.0,546213,450000
186179,2019,523670000006,891153.0,891153,450000
186180,2019,523670000007,532400.0,638034,454500
186181,2019,523670000012,434700.0,472920,450000
186182,2019,523670000014,545809.0,545809,445410
186183,2019,523670000015,770500.0,770500,450000
186184,2019,523670000016,412500.0,500000,450000
186191,2019,523680000006,529000.0,529000,450000
186194,2019,523680000009,500000.0,500000,450000
186197,2019,523680000013,689900.0,689900,450000
186198,2019,523680000014,473000.0,553000,450000
186199,2019,523680000015,645500.0,645500,450000
186200,2019,523680000018,1173826.0,1263200,450000
186201,2019,523680000020,680460.0,772600,501750
186202,2019,523680000021,1129250.0,1129250,450000
186203,2019,523680000022,1248182.0,1248182,450000
186204,2019,523690000003,450180.0,536988,510750
186205,2019,523690000007,456500.0,507100,507000
186206,2019,523690000008,819800.0,819800,510750
186209,2019,523690000011,550855.0,550855,510750
186211,2019,523690000014,470000.0,470000,444155
186212,2019,523690000015,455840.0,509600,459000
186213,2019,523690000016,375125.0,525108,459000
186214,2019,523690000017,414042.0,487771,459000
186216,2019,523690000019,482696.0,482696,459000
186224,2019,523690000037,484637.0,484637,124725
186225,2019,523690000038,395000.0,395000,105000
186226,2019,523690000039,430290.0,430290,105000
186227,2019,523690000040,421000.0,421000,143475
186228,2019,523690010001,646000.0,646000,239100
186229,2019,523690010002,728141.0,728141,239025
186230,2019,523700000003,517000.0,661870,504000
186231,2019,523700000004,534490.0,671340,504000
186233,2019,523700000008,1115132.0,1276682,504000
186237,2019,523710000008,523252.0,523252,517950
186238,2019,523710000009,808000.0,808000,559800
186243,2019,523720000006,463552.0,544681,510750
186244,2019,523720000007,486442.0,560919,511875
186245,2019,523720000008,565000.0,565000,510750
186246,2019,523720000009,860328.0,860328,582210
186249,2019,523720000012,468000.0,468000,438048
186250,2019,523720000013,462000.0,462000,459000
186255,2019,523720000020,780000.0,780000,538875
186256,2019,523720000021,446834.0,446834,195000
186257,2019,523730000001,559900.0,606000,454000
186258,2019,523730000002,515900.0,518446,454000
186261,2019,523730000012,534310.0,534310,448920
186262,2019,523740000002,456000.0,456000,448000
186264,2019,523740000005,586885.0,586885,432000
186265,2019,523740000008,508605.0,508605,448000
186266,2019,523750000002,495170.0,495170,432000
186267,2019,523750000004,467076.0,469536,432000
186268,2019,523750000005,566901.0,566901,432000
186269,2019,523750000010,1034000.0,1034000,432000
186270,2019,523760000001,554678.0,554678,454000
186272,2019,523760000004,544432.0,544432,454000
186273,2019,523760000005,551100.0,557293,454000
186275,2019,523760000008,541800.0,541800,464000
186774,2019,530330000001,921000.0,921000,707385
186776,2019,530330000003,673440.0,735000,727388
186777,2019,530340000001,2495000.0,2495000,1325250
186778,2019,530340000002,2500000.0,2500000,1368000
186779,2019,530340000003,2010000.0,2010000,1339500
186780,2019,530340000004,2790150.0,3014950,1339500
186781,2019,530340000005,2056783.0,2106917,1339500
186782,2019,530340000006,1875720.0,1981034,1425000
186783,2019,530340000007,1988160.0,2063180,1425000
186784,2019,530340000008,4501300.0,4501300,1425000
186785,2019,530350000001,3471521.0,3471521,1894490
186786,2019,530350000002,2692802.0,2839008,1862380
186788,2019,530350000005,2979242.0,2979242,1509170
186789,2019,530350000006,2379630.0,2463046,1605500
186790,2019,530350000007,1996900.0,1996900,1605500
186791,2019,530350000008,2650000.0,2650000,1605500
186792,2019,530350000009,2462775.0,2670080,1605500
186793,2019,530350000010,3097136.0,3097136,1605500
186794,2019,530350000011,2288884.0,2288884,1605500
186795,2019,530350000012,2520000.0,2520000,1509170
186796,2019,530350000013,2004299.0,2150000,1509170
186797,2019,530350000014,3520000.0,3559380,2215590
186798,2019,530350000016,3750000.0,3750000,2327975
186799,2019,530360000001,2045000.0,2045000,1457490
186800,2019,530360000002,3652000.0,3830000,2069480
186801,2019,530360000003,774300.0,774300,611325
186802,2019,530370000001,2824800.0,2900000,1824665
186803,2019,530370010001,475362.0,475362,210738
186804,2019,530370010002,465337.0,465337,243973
186805,2019,530370010003,543303.0,543303,243973
186806,2019,530370010004,478276.0,478276,243973
186807,2019,530370010005,360414.0,360414,249263
186808,2019,530380000001,3935000.0,3935000,2106720
186809,2019,530380000003,4461047.0,4649875,2692736
186810,2019,530380000004,2862420.0,2952800,1375220
186811,2019,530380000005,1797840.0,1850000,1375220
186812,2019,530380000006,2750000.0,2750000,2058175
186813,2019,530380000007,4500000.0,4500000,1463000
186814,2019,530380000009,670636.0,670636,616250
186815,2019,530380000010,667246.0,667246,626875
186818,2019,530380000014,694200.0,694200,616250
186819,2019,530380000015,1436390.0,1436390,1278825
186820,2019,530380000022,3032700.0,3073611,1318600
186821,2019,530380000024,1841828.0,1841828,1841728
186823,2019,530390000002,4195000.0,4195000,4194000
186824,2019,530390000003,5061980.0,5061980,4695000
186825,2019,530390000004,5100000.0,5100000,4233000
186827,2019,530390000006,4246000.0,4246000,4126350
186828,2019,530390000007,5838930.0,5838930,3918300
186829,2019,530390000008,4616351.0,4616351,3918300
186830,2019,530390000009,3175000.0,3175000,3174900
186831,2019,530390000010,4415185.0,4415185,3886000
186832,2019,530390000011,4486000.0,4486000,3886000
186833,2019,530390000012,4354148.0,4354148,3886000
186834,2019,530390000013,4200000.0,4200000,3886000
186835,2019,530390000014,4280300.0,4280300,3886000
186836,2019,530390000015,4200000.0,4200000,4021850
186837,2019,530390000016,3652903.0,3800000,3777750
186838,2019,530390000017,3908832.0,3908832,3726000
186839,2019,530390000018,4500000.0,4500000,3726000
186840,2019,530390000019,3769100.0,3769100,3726000
186841,2019,530390000020,4046426.0,4046426,3777750
186842,2019,530390000021,4247700.0,4247700,3777750
186843,2019,530390000022,4406493.0,4406493,3726000
186844,2019,530390000023,3525000.0,3525000,3524900
186845,2019,530390000024,6141255.0,6141255,3726000
186846,2019,530390000025,5700000.0,5700000,3777750
186847,2019,530390000026,4807900.0,4807900,3874950
186849,2019,530390000028,3200000.0,3200000,3199900
186851,2019,530410000001,787812.0,787812,590963
186852,2019,530410000002,728968.0,728968,590963
186853,2019,530410000003,1200000.0,1200000,1199800
186854,2019,530410000008,2416731.0,2416731,1282500
186855,2019,530410000009,2499523.0,2499523,1923750
186856,2019,530410000011,1868350.0,2190283,1075590
186857,2019,530410000012,710000.0,710000,564570
186858,2019,530420000005,865200.0,865200,703205
186859,2019,530420000006,548935.0,548935,533031
186860,2019,530420000008,627101.0,627101,627001
186861,2019,530420000009,2080872.0,2080872,961875
186862,2019,530420000011,1100000.0,1100000,961875
186863,2019,530420000012,930000.0,930000,897750
186864,2019,530420000013,1209150.0,1209150,1123850
186865,2019,530420000014,1226500.0,1436346,769500
186866,2019,530420000015,1808723.0,1808723,961875
186867,2019,530420010001,565675.0,577819,290548
186868,2019,530420010002,538283.0,538283,247078
186869,2019,530420010003,619149.0,619149,305038
186870,2019,530420010004,377900.0,377900,232588
186871,2019,530420010005,590600.0,590600,305038
186872,2019,530420010006,499300.0,499300,232588
186873,2019,530420010007,565675.0,580087,290548
186874,2019,530420010008,325000.0,325000,247078
186875,2019,530420020001,650000.0,650000,278818
186876,2019,530420020002,650000.0,650000,278818
186878,2019,530430000001,2585000.0,2667560,1204125
186879,2019,530430000002,2100000.0,2100000,1605500
186880,2019,530430000003,2365781.0,2365781,1204125
186881,2019,530430000005,1925000.0,2176100,1605500
186882,2019,530430000007,2820231.0,2907971,1444950
186883,2019,530430000008,1887900.0,1887900,1485040
186884,2019,530430000009,1657947.0,1911262,1444950
186885,2019,530430000010,2200000.0,2300000,1364675
186886,2019,530430000011,2702301.0,2702301,1083665
186887,2019,530430000012,2203704.0,2203704,1204125
186888,2019,530440000001,5943441.0,6104379,1605500
186889,2019,530440000002,4152954.0,4152954,2006875
186890,2019,530440000004,2750000.0,2750000,1204125
186891,2019,530440000005,2200000.0,2459650,1846325
186892,2019,530440000006,1958257.0,1958257,1364675
186893,2019,530440000007,1679501.0,1679501,1605500
186894,2019,530450000001,1300853.0,1300853,997500
186895,2019,530450000002,2378268.0,2378268,997500
186896,2019,530450000004,2113970.0,2113970,997500
186897,2019,530450000005,968000.0,1020000,570000
186898,2019,530450000006,970000.0,970000,570000
186899,2019,530450000007,2014257.0,2014257,627000
186900,2019,530450000008,1159656.0,1159656,684000
186901,2019,530450000009,1350000.0,1350000,684000
186903,2019,530460000001,2474356.0,2474356,1330000
186904,2019,530460000002,1261150.0,1300000,997500
186905,2019,530460000003,1278200.0,1562352,997500
186906,2019,530460000004,1145000.0,1145000,997500
186907,2019,530460000005,1259981.0,1259981,997500
186908,2019,530460000006,2303664.0,2303664,1995000
186909,2019,530460000008,1342808.0,1342808,570000
186910,2019,530460000012,1323145.0,1323145,570000
186912,2019,530460000014,895185.0,895185,570000
186913,2019,530460000015,758270.0,758270,655500
186914,2019,530460000016,1216203.0,1216203,783750
186915,2019,530460000017,734419.0,734419,627000
186916,2019,530460000019,1671231.0,1671231,570000
186917,2019,530460000020,1397000.0,1415000,570000
186918,2019,530460000021,1491100.0,1491100,570000
186919,2019,530470000001,908825.0,908825,712500
186920,2019,530470000002,780000.0,780000,570000
186921,2019,530470000004,1223607.0,1223607,712500
186922,2019,530470000005,772000.0,772000,570000
186923,2019,530470000006,900000.0,900000,570000
186924,2019,530470000007,886961.0,976908,570000
186925,2019,530470000008,1035000.0,1035000,570000
186926,2019,530470000009,930000.0,930000,570000
186927,2019,530470000010,1070021.0,1183000,1140000
186928,2019,530470000012,921581.0,980000,570000
186931,2019,530470000015,575000.0,575000,570000
186932,2019,530470000016,1516258.0,1516258,570000
186933,2019,530470000017,682000.0,691181,570000
186934,2019,530470000018,691124.0,697306,570000
186935,2019,530470000019,1505080.0,1505080,570000
186937,2019,530470000021,680000.0,680000,570000
186939,2019,530480000001,1405100.0,1405100,1140000
186940,2019,530480000003,640000.0,640000,570000
186941,2019,530480000004,1042004.0,1042004,570000
186943,2019,530480000008,1469837.0,1469837,570000
186944,2019,530480000009,1447227.0,1447227,570000
186946,2019,530480000011,998000.0,998000,570000
186947,2019,530480000012,646541.0,646541,570000
186948,2019,530480000022,1497804.0,1497804,1140000
186950,2019,530490000002,943800.0,949116,572375
186953,2019,530490000005,1226589.0,1226589,572375
186954,2019,530490000006,1526056.0,1526056,572375
186955,2019,530500000001,812209.0,812209,579500
186956,2019,530500000002,1452051.0,1452051,579500
186957,2019,530500000003,689000.0,689000,579500
186959,2019,530500000005,972836.0,972836,579500
186962,2019,530500000008,1093030.0,1093030,579500
187987,2019,531450000007,336073.0,336073,112680
187988,2019,531450000010,389030.0,510199,448003
187991,2019,531450000013,274339.0,274339,107320
187993,2019,531460000010,387640.0,539375,534375
187999,2019,531480000005,410505.0,519261,507633
188000,2019,531480000007,484965.0,604646,534375
188001,2019,531480000008,357000.0,357000,102320
188003,2019,531480000010,491260.0,578500,475000
188004,2019,531480000011,375850.0,483615,475000
188006,2019,531480000013,387000.0,387000,122680
188007,2019,531480000014,412201.0,412201,122680
188008,2019,531480000015,335000.0,335000,102320
188014,2019,531490000010,491018.0,491018,475000
188016,2019,531500000001,428922.0,428922,119680
188017,2019,531500000003,507999.0,507999,175000
188018,2019,531500000004,608523.0,608523,172520
188019,2019,531500000007,550100.0,550100,475000
188020,2019,531500000008,558536.0,558536,143600
188021,2019,531500000009,556320.0,556320,150000
188022,2019,531500000011,621545.0,621545,475000
188024,2019,531500000013,560000.0,560000,150000
